SKU,frequency,value,age,gain_clipped,class_1,class_2,class_3,high_volatility,low_var,dynamic,completed
20427,0.07069661358287299,0.06471505197352147,0.6956521739130435,0.030254411764705884,0,0,0,0,1,1,0
20533,0.09932283789357899,0.5816358474970218,0.13043478260869565,0.25688500000000003,1,0,0,0,0,1,0
20680,0.09340348266351775,0.4574831010109364,0.6956521739130435,0.19382441176470588,0,0,0,0,1,1,0
21041,0.07420854530455108,0.9103314640219256,0.6521739130434783,0.29896468750000005,0,0,0,0,1,1,0
21070,0.040916173976809196,0.09353546216440446,0.21739130434782608,0.022235833333333337,0,0,0,0,1,1,0
21147,0.05557218074910426,0.7037928545107793,0.6956521739130435,0.1736583823529412,0,0,1,0,0,1,0
21231,0.07242540904716073,0.11422566331858698,0.13043478260869565,0.045210625000000004,0,0,0,0,1,1,0
21233,0.38814794445208306,0.9883548225871978,0.0,1.0,0,0,0,0,1,1,0
21277,0.13401164123012055,0.8616171200383742,0.08695652173913043,0.5090716666666667,0,0,0,0,1,1,0
21354,0.06635272010632935,0.22413068349858872,0.21739130434782608,0.07239583333333334,0,0,0,0,1,1,0
21389,0.10053164672991428,0.42048597221203016,0.6086956521739131,0.19213950000000002,0,0,0,0,1,1,0
21516,0.015700601703626593,0.016617403748888315,0.8695652173913043,0.0014954761904761905,0,0,0,0,1,1,0
21593,0.10005041477611257,0.3973219086433029,0.6086956521739131,0.18036633333333338,0,0,0,0,1,1,0
21691,0.08439891837389431,0.9373487489776351,0.7391304347826086,0.3405575,0,0,0,0,1,1,0
21742,0.01302965844663178,0.3027625187630758,0.6956521739130435,0.020577205882352942,0,1,0,0,0,1,0
21873,0.08927998533388332,0.4692362027951276,0.6086956521739131,0.192083,0,0,1,0,0,1,0
21874,0.10763202149150175,0.22822067503068932,0.5217391304347826,0.12058403846153846,0,0,0,0,1,1,0
21950,0.17365598790045372,0.9115722465376771,0.08695652173913043,0.6803450000000001,0,0,0,0,1,1,0
22049,0.04881066959989001,0.7140241811453539,0.17391304347826086,0.15632000000000001,0,0,0,0,1,1,0
22108,0.026450570603602366,0.33026318335561744,0.30434782608695654,0.042844375000000004,0,0,0,0,1,1,0
22272,0.08889041660937713,0.8370702051444062,0.17391304347826086,0.3248485,0,1,0,0,0,1,0
22579,0.03277287815992614,0.7291495335920357,0.8695652173913043,0.10809904761904762,0,0,0,0,1,1,0
22993,0.049108575095100596,0.29686980049107037,0.21739130434782608,0.02626704166666666,0,0,0,1,0,1,0
23149,0.03138500727275358,0.8494487962328527,0.782608695652174,0.12157236842105264,0,0,0,0,1,1,0
23188,0.010509762133919978,0.31244957364024617,0.30434782608695654,0.018147812500000002,0,0,0,0,1,1,0
23198,0.04102256879652727,0.7013634603242727,0.26086956521739135,0.13302035714285715,0,0,0,0,1,1,0
23226,0.03404444701744737,0.7839162452888372,0.782608695652174,0.12184171052631579,1,0,0,0,0,1,0
23324,0.06215626289014162,0.9298944475718061,0.6521739130434783,0.25125421875000004,0,0,1,0,0,1,0
23497,0.013252076576540144,0.4287461264908215,0.6956521739130435,0.02931073529411765,0,0,0,0,1,1,0
23502,0.03208540394020938,0.690226463736612,0.26086956521739135,0.10204428571428571,0,0,0,1,0,1,0
23543,0.04382157097680265,0.9491720412691461,0.26086956521739135,0.1849714285714286,0,1,0,0,0,1,0
23806,0.020922132086713417,0.05069050626603139,0.6086956521739131,0.007941333333333333,0,0,0,0,1,1,0
24152,0.021265869196571797,0.7121117056979268,0.21739130434782608,0.07006416666666668,0,0,0,0,1,1,0
24344,0.013925649663137632,0.5143019138614711,0.6521739130434783,0.035304375000000006,0,0,0,0,1,1,0
24456,0.10000458316146478,0.8040765393637287,0.6086956521739131,0.3513003333333334,0,0,0,0,1,1,0
24525,0.011154269214904441,0.43599381496078693,0.8260869565217391,0.024739625000000005,1,0,0,0,0,1,0
24556,0.059578234566203765,0.08412280594628932,0.6521739130434783,0.030396093750000002,0,0,0,0,1,1,0
24595,0.007630963838856043,0.2993436506935269,0.34782608695652173,0.01264388888888889,0,0,0,0,1,1,0
24626,0.04416084396835119,0.3073915012676952,0.9130434782608696,0.06443,0,0,0,0,1,1,0
24641,0.09322150419359274,0.7987110199388913,0.17391304347826086,0.32921500000000004,1,0,0,0,0,1,0
24800,0.023840882282703875,0.9615475280218796,0.782608695652174,0.10545197368421054,1,0,0,0,0,1,0
24848,0.12353911728310188,0.3151551611382903,0.6086956521739131,0.18339083333333334,0,0,1,0,0,1,0
25021,0.022277984020043697,0.2200082149684517,0.7391304347826086,0.025362083333333337,0,0,0,0,1,1,0
25121,0.05674918769493512,0.8944248492854809,0.782608695652174,0.2246626315789474,1,0,0,0,0,1,0
25353,0.027322189703600404,0.7302909755793137,0.26086956521739135,0.0339002857142857,0,0,0,1,0,1,0
25418,0.006628397268435766,0.24540401639161757,1.0,0.009589687500000001,1,0,0,0,0,1,0
25538,0.030317613089509147,0.05937694796989333,0.21739130434782608,0.012543750000000001,0,0,0,0,1,1,0
25605,0.007012237041110958,0.44646500670691613,0.3913043478260869,0.01827,0,0,0,0,1,1,0
25684,0.047697820706723494,0.4647050289531807,0.6521739130434783,0.101103125,0,0,1,0,0,1,0
25901,0.0407524896387814,0.15592818224257038,0.5652173913043479,0.033463035714285716,0,0,1,0,0,1,0
26018,0.025819140477884257,0.6285719580933251,0.9565217391304348,0.0760795652173913,0,0,0,0,1,1,0
26076,0.07372397146218128,0.6932569994323065,0.7391304347826086,0.2309429166666667,1,0,0,0,0,1,0
26244,0.5256427883954352,0.5180998502085201,0.0,1.0,1,0,0,0,0,1,0
26331,0.021208579678262066,0.22661593653180528,0.21739130434782608,0.024543750000000003,0,0,0,0,1,1,0
26396,0.23426829827214812,0.5290292628218382,0.08695652173913043,0.553755,0,0,0,0,1,1,0
26453,0.38127320225491546,0.7205793057151407,0.0,1.0,0,0,0,0,1,1,0
26541,0.14332118795545168,0.39222721328451515,0.13043478260869565,0.250003125,1,0,0,0,0,1,0
26677,0.04068701590357028,0.4954319809759416,0.21739130434782608,0.02701216666666667,0,0,0,1,0,1,0
26756,0.04494206467257477,0.9608222444436876,0.9130434782608696,0.19211420454545458,0,0,0,0,1,1,0
26808,0.02749610431275494,0.3088875445874134,1.0,0.0410465625,0,0,0,0,1,1,0
26819,0.047091984050598105,0.283624816465874,0.8260869565217391,0.06438387500000001,0,0,0,0,1,1,0
26890,0.10516636876117146,0.16268725738571688,0.13043478260869565,0.020082125000000006,0,0,0,1,0,1,0
26936,0.2558091571566066,0.6792526015708313,0.08695652173913043,0.7546633333333334,0,0,0,0,1,1,0
27029,0.030570893065194272,0.8150189777045802,0.782608695652174,0.11363565789473686,0,0,0,0,1,1,0
27051,0.018385024847282515,0.18091461307536372,0.5652173913043479,0.017855714285714287,0,0,0,0,1,1,0
27070,0.035301801182455655,0.9954678218921346,1.0,0.16058583333333334,0,0,0,0,1,1,0
27071,0.7463220129245154,0.36367503500182213,0.0,1.0,0,0,0,0,1,1,0
27240,0.017550234723340732,0.8005392424088354,0.26086956521739135,0.06524142857142858,0,1,0,0,0,1,0
27417,0.030950813028721946,0.6621222027476548,0.782608695652174,0.09359276315789473,0,0,0,0,1,1,0
27450,0.03576011732893349,0.8999413480456806,0.21739130434782608,0.14797208333333337,0,0,0,1,0,1,0
27469,0.008203859021953343,0.26667219299607714,0.34782608695652173,0.01213027777777778,0,0,0,0,1,1,0
27600,0.00681458820294239,0.6937248060006584,1.0,0.025208020833333337,1,0,0,0,0,1,0
27657,0.09339337274852193,0.49402225831197194,0.13043478260869565,0.20323812500000002,0,0,0,0,1,1,0
27720,0.049480956964113844,0.588078483669811,0.13043478260869565,0.12606125,1,0,0,0,0,1,0
28089,0.03418465557541592,0.6448734980939348,0.30434782608695654,0.10217250000000001,0,0,0,0,1,1,0
28126,0.0369689261652688,0.8232375114728514,0.8260869565217391,0.13726925,0,0,0,0,1,1,0
28141,0.04612952014299464,0.8542562587057607,0.7391304347826086,0.17665680555555557,0,0,0,1,0,1,0
28145,0.01393281085292635,0.1540146860733274,0.34782608695652173,0.011859444444444445,0,0,0,0,1,1,0
28185,0.044410834593702736,0.2601960654159336,0.21739130434782608,0.056135416666666674,0,0,0,0,1,1,0
28423,0.053347999450020625,0.2771317662553366,0.6956521739130435,0.07186102941176471,0,0,0,0,1,1,0
28621,0.008012893960920909,0.708808763641506,0.34782608695652173,0.030089166666666667,0,0,0,0,1,1,0
28673,0.016739997250103122,0.3361473493469898,1.0,0.0281346875,0,0,0,0,1,1,0
28675,0.02709507768458683,0.39933426117225623,0.30434782608695654,0.0518990625,0,0,0,0,1,1,0
28687,0.06634935013466406,0.1712823264664698,0.6956521739130435,0.058075441176470594,0,0,0,0,1,1,0
28756,0.10291489069159906,0.07165102347115021,0.17391304347826086,0.045173000000000005,0,0,0,0,1,1,0
28770,0.017550234723340732,0.812949938842646,0.26086956521739135,0.06589214285714286,0,0,1,0,0,1,0
28967,0.059084112470782345,0.42119583770519825,0.6521739130434783,0.11516218750000001,0,0,0,0,1,1,0
29011,0.05238915382778409,0.5864884490297317,0.782608695652174,0.1426538157894737,0,1,0,0,0,1,0
29122,0.027109400064164263,0.31573493987906376,1.0,0.042139791666666676,0,0,0,0,1,1,0
29156,0.038567303726110266,0.07481806336456878,0.9565217391304348,0.018590000000000002,0,0,0,0,1,1,0
29174,0.07403667674962189,0.43443341855873396,0.6521739130434783,0.14757703125000002,0,0,0,0,1,1,0
29297,0.0332148258726012,0.51095384534045,0.26086956521739135,0.07802500000000001,1,0,0,0,0,1,0
29438,0.058258529590854626,0.9502009623606901,0.26086956521739135,0.2405414285714286,1,0,0,0,0,1,0
29615,0.56070397360099,0.6055382718508786,0.0,1.0,1,0,0,0,0,1,0
29698,0.23048719006370597,0.5278398059822846,0.08695652173913043,0.5411383333333334,0,0,0,0,1,1,0
29760,0.005606734191912248,0.932454121052435,0.34782608695652173,0.029312222222222226,0,0,0,0,1,1,0
29869,0.015373233027570989,0.9658676078156011,0.8695652173913043,0.0708304761904762,0,0,0,1,0,1,0
29946,0.11595398505889362,0.3240993383352994,0.6086956521739131,0.17918450000000002,0,0,0,0,1,1,0
29961,0.05300426234016224,0.5298264898043495,0.21739130434782608,0.13386166666666668,0,0,0,0,1,1,0
30482,0.14168843668362435,0.9170710868893084,0.08695652173913043,0.5619491666666667,0,0,0,0,1,1,0
30616,0.3168224941564691,0.9177915549191317,0.043478260869565216,1.0,0,0,1,0,0,1,0
30620,0.031643456227534325,0.3444704361206085,0.26086956521739135,0.05277107142857144,0,0,0,0,1,1,0
30660,0.0307863455120433,0.2759869826531478,0.9130434782608696,0.04199125,1,0,0,0,0,1,0
30738,0.14512580778220815,0.24524328390581884,0.13043478260869565,0.17026500000000003,0,0,0,0,1,1,0
30775,0.04611142871615998,0.18125150039590615,0.782608695652174,0.04288157894736843,0,0,1,0,0,1,0
31002,0.500206242265915,0.225144041175664,0.0,0.5431325,0,0,0,0,1,1,0
31103,0.0336475663412622,0.11067369714426102,0.6521739130434783,0.02093890625,0,0,0,0,1,1,0
31327,0.023175519806896135,0.8356928179028329,0.7391304347826086,0.08856027777777778,0,0,0,0,1,1,0
31343,0.13962601402447408,0.5891411115564295,0.043478260869565216,0.36794000000000004,0,0,1,0,0,1,0
31344,0.0408302396993446,0.9793339138690623,1.0,0.18128968750000002,0,0,0,0,1,1,0
31364,0.06521838764379669,0.8338019557908364,0.6086956521739131,0.23871033333333336,0,1,0,0,0,1,0
31405,0.005988664313977115,0.17223428390574386,0.34782608695652173,0.006582500000000001,0,0,0,0,1,1,0
31656,0.9398460057747835,0.27695683545551736,0.0,1.0,0,0,0,0,1,1,0
31840,0.03799440854301297,0.2829821397618871,0.08695652173913043,0.05329250000000001,0,0,0,0,1,1,0
31911,0.7635088684174344,0.3059660626648705,0.0,1.0,0,0,0,0,1,1,0
32288,0.0354545732312816,0.17266305492556672,0.7391304347826086,0.03193097222222222,0,0,0,0,1,1,0
32510,0.016310325862780146,0.15841636728357394,0.30434782608695654,0.014467187500000001,0,0,0,0,1,1,0
32593,0.05551354324212842,0.15107907100628326,0.8260869565217391,0.043746125000000004,0,0,0,0,1,1,0
32644,0.05695723910353361,0.6584061169060712,0.5652173913043479,0.17045321428571428,0,1,0,0,0,1,0
32675,0.0964225560291489,0.46111023382212274,0.6521739130434783,0.07044120312499998,0,0,0,1,0,1,0
32801,0.04621545442045923,0.16966294041386726,0.6521739130434783,0.0409853125,0,0,0,0,1,1,0
32853,0.045785783033136254,0.13515669208818054,0.13043478260869565,0.033258750000000004,0,0,0,0,1,1,0
32954,0.012252318315840933,0.34194214740987905,0.34782608695652173,0.02142027777777778,0,0,0,0,1,1,0
33086,0.042692149044410835,0.526342481860567,0.13043478260869565,0.09992687500000001,0,0,0,0,1,1,0
33110,0.2735116183143132,0.24608535738058307,0.043478260869565216,0.11848006250000002,0,0,0,1,0,1,0
33277,0.06383198130070122,0.4309318456470589,0.21739130434782608,0.030818166666666653,0,0,0,1,0,1,0
33491,0.004780810302946972,0.4901014347560431,1.0,0.014153541666666668,0,0,0,0,1,1,0
33562,0.11735184930565103,0.367305469692629,0.6086956521739131,0.19460783333333334,0,0,0,0,1,1,0
33568,0.07647659641334878,0.7587325115351949,0.5652173913043479,0.2518683928571429,0,0,0,0,1,1,0
33612,0.007669156851062529,0.9782738756015777,0.34782608695652173,0.040523333333333335,0,0,0,0,1,1,0
33677,0.019792710154321595,0.4856175832214849,0.8695652173913043,0.017811636904761903,0,0,0,1,0,1,0
33873,0.007765469664452801,0.5147043539766145,0.9565217391304348,0.021782608695652177,1,0,0,0,0,1,0
33880,0.034485425546542,0.1243287421176388,0.30434782608695654,0.023664375,0,0,0,0,1,1,0
33950,0.09184655575415922,0.9410337717931123,0.13043478260869565,0.38022937500000004,0,0,0,1,0,1,0
34466,0.07390347861955177,0.04994811113874445,0.17391304347826086,0.026015000000000003,0,0,0,0,1,1,0
34614,0.10330445941610522,0.29226823790897005,0.08695652173913043,0.13904416666666666,0,0,0,0,1,1,0
34952,0.017713919061368533,0.9667381913424035,0.34782608695652173,0.0814013888888889,0,0,0,0,1,1,0
35009,0.016499381273202256,0.9067622497784013,0.8260869565217391,0.070374,0,0,0,0,1,1,0
35522,0.018706937378737187,0.8728888870110154,0.34782608695652173,0.07912972222222223,0,0,0,0,1,1,0
35549,0.05879868790634637,0.9578081262249035,0.5652173913043479,0.24895767857142861,0,1,0,0,0,1,0
35617,0.11017920161327283,0.6939073800248103,0.08695652173913043,0.3440908333333334,1,0,0,0,0,1,0
35645,0.037518000969700475,0.32228236739756827,0.782608695652174,0.016258506578947365,0,0,0,1,0,1,0
35665,0.1042739743413468,0.33057059411655587,0.5217391304347826,0.1587469230769231,0,0,0,0,1,1,0
35968,0.08058411044879935,0.14944368953503795,0.6956521739130435,0.06327808823529413,0,0,0,0,1,1,0
35995,0.009005912278289565,0.2986795335913886,0.30434782608695654,0.014675937500000001,0,0,0,0,1,1,0
36115,0.03400323876743511,0.21983414343392227,0.7391304347826086,0.03799888888888889,0,0,0,0,1,1,0
36123,0.03319845743879842,0.8389328361942114,0.8695652173913043,0.12433630952380953,0,1,0,0,0,1,0
36167,0.035964722751468246,0.6795874208795298,0.26086956521739135,0.039334714285714265,0,0,0,1,0,1,0
36190,0.02419581884726942,0.9798986143629614,0.8695652173913043,0.10837261904761905,0,0,0,1,0,1,0
36717,0.03550640660499041,0.4518538563080284,0.8695652173913043,0.07506714285714286,1,0,0,0,0,1,0
36724,0.02460298363811357,0.6069948276834422,0.30434782608695654,0.06874125,0,1,0,0,0,1,0
37141,0.004107658462807645,0.38356959889217684,0.30434782608695654,0.009458125000000001,0,0,0,0,1,1,0
37239,0.018210428220052862,0.03853657172527636,0.34782608695652173,0.0058961111111111115,0,0,0,0,1,1,0
37310,0.10263990100371236,0.877014618103485,0.17391304347826086,0.39358400000000004,0,0,0,0,1,1,0
37357,0.007532753236039363,0.12729204194724691,0.26086956521739135,0.0062589285714285715,0,0,0,0,1,1,0
37421,0.02064610077122108,0.7646513834775082,0.9130434782608696,0.07397193181818183,0,0,0,0,1,1,0
37478,0.019814534732725302,0.04288317905326876,0.34782608695652173,0.007040833333333335,0,0,0,0,1,1,0
37657,0.019219814971224294,0.459607999332559,0.5652173913043479,0.04252767857142857,0,0,0,0,1,1,0
37909,0.06469132407534717,0.24372981017896117,0.13043478260869565,0.07685750000000001,0,0,0,0,1,1,0
